Tanggal & Waktu;ID Struk;Status Pembayaran;ID / Kode Outlet;Outlet;Tipe Penjualan;Kasir;No. Hp Pelanggan;Nama Pelanggan;customer_id;SKU;Nama Produk;Kategori;Jumlah Produk;Harga Produk;Penjualan Kotor;Diskon Produk;Subtotal;Diskon Transaksi;Service Charge;Pajak;Pembulatan;Poin Ditukar;Biaya Admin;Total;Metode Pembayaran;Fee;Pembayaran;Alasan Pembatalan;Catatan Transaksi;Catatan Custom Amount;Pawoon Order No.;Grab Food No.;Partner Reff. Number;Partner Trace No & RRN;Issuer Name;Paid By;Kode Voucher
21-04-2025 12:26:09;VPGDCZR8RJNWV;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Ribs Butter Rice;Soup;1;55000;55000;0;75000;0;3750;0;0;0;0;78750;BRI.;0;78750;;;;;;VPGDCZR8RJNWV;;;;
21-04-2025 12:26:09;VPGDCZR8RJNWV;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Lychee Tea;Tea;1;20000;20000;0;;;;;;;;;;;;;;;;;VPGDCZR8RJNWV;;;;
21-04-2025 12:24:18;7B4RFJ7K7PDDG;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1625;;Lamb Fried Rice - Tidak Pedas;Fried Rice & Noodle;1;25000;25000;0;47000;0;2350;0;0;0;0;49350;BRI.;0;49350;;;;;;7B4RFJ7K7PDDG;;;;
21-04-2025 12:24:18;7B4RFJ7K7PDDG;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1626;;Caramel Machiato - Hot;Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;7B4RFJ7K7PDDG;;;;
21-04-2025 12:22:09;JGDR3GKLKP6R4;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Lychee Tea;Tea;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;JGDR3GKLKP6R4;;;;
21-04-2025 12:19:30;RQ7Z27Z9ZRRGQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Red velvet;Non Coffee;1;18000;18000;0;63000;0;3150;0;0;0;0;66150;Tunai;0;66150;;;;;;RQ7Z27Z9ZRRGQ;;;;
21-04-2025 12:19:30;RQ7Z27Z9ZRRGQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Choco Hazelnut;Non Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9ZRRGQ;;;;
21-04-2025 12:19:30;RQ7Z27Z9ZRRGQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Mushroom Salt and Pepper Sharing;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9ZRRGQ;;;;
21-04-2025 12:03:22;6GBJ3WBKBZNMP;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1627;;Fish n chips;Light Meal;1;30000;30000;0;60000;0;3000;0;0;0;0;63000;ShopeeFood;0;63000;;;;;;6GBJ3WBKBZNMP;;;;
21-04-2025 12:03:22;6GBJ3WBKBZNMP;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1629;;Chicken Black pepper;Teriyaki Rice;1;30000;30000;0;;;;;;;;;;;;;;;;;6GBJ3WBKBZNMP;;;;
21-04-2025 12:02:09;GD6YSZM7MVPWP;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1630;;Kampung Fried Rice - Sedang;Fried Rice & Noodle;2;20000;40000;0;100000;0;5000;0;0;0;0;105000;GoFood;0;105000;;;;;;GD6YSZM7MVPWP;;;;
21-04-2025 12:02:09;GD6YSZM7MVPWP;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1631;;Rice Chicken Katsu Mentai;Curry;2;30000;60000;0;;;;;;;;;;;;;;;;;GD6YSZM7MVPWP;;;;
21-04-2025 12:01:56;ZVLYFR8P8Y7PW;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1632;;Calamari;Light Meal;1;27500;27500;0;57500;0;2875;0;0;0;0;60375;ShopeeFood;0;60375;;;;;;ZVLYFR8P8Y7PW;;;;
21-04-2025 12:01:56;ZVLYFR8P8Y7PW;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1633;;Fettuccine Carbonara;Spaghetti;1;30000;30000;0;;;;;;;;;;;;;;;;;ZVLYFR8P8Y7PW;;;;
21-04-2025 12:01:42;8846HKJYJM7YN;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1634;;Chicken Steak;Steak;1;35000;35000;0;62500;0;3125;0;0;0;0;65625;GoFood;0;65625;;;;;;8846HKJYJM7YN;;;;
21-04-2025 12:01:42;8846HKJYJM7YN;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1635;;Oglio Olio - Oglio Olio Tuna;Spaghetti;1;27500;27500;0;;;;;;;;;;;;;;;;;8846HKJYJM7YN;;;;
21-04-2025 11:57:12;VPGDCZR8RJ7JN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1 silmi;C1967;;Dory butter rice with mushroom sauce;Teriyaki Rice;1;30000;30000;0;60000;0;3000;0;0;0;0;63000;BRI.;0;63000;;;;;;VPGDCZR8RJ7JN;;;;
21-04-2025 11:57:12;VPGDCZR8RJ7JN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1 silmi;C1967;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;VPGDCZR8RJ7JN;;;;
21-04-2025 11:57:12;VPGDCZR8RJ7JN;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1 silmi;C1967;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;VPGDCZR8RJ7JN;;;;
21-04-2025 11:53:16;6GBJ3WBKBZBYG;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1;C1964;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;Mandiri;0;21000;;;;;;6GBJ3WBKBZBYG;;;;
21-04-2025 11:46:52;6GBJ3WBKBZB68;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;l2;C1962;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;40000;0;2000;0;0;0;0;42000;BRI.;0;42000;;;;;;6GBJ3WBKBZB68;;;;
21-04-2025 11:46:52;6GBJ3WBKBZB68;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;l2;C1962;;Tofu Salt n Pepper Sharing;Light Meal;1;20000;20000;0;;;;;;;;;;;;;;;;;6GBJ3WBKBZB68;;;;
21-04-2025 11:43:26;JGDR3GKLKPRMR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Tofu Salt n Pepper Sharing;Light Meal;1;20000;20000;0;30000;0;1500;0;0;0;0;31500;BRI.;0;31500;;;;;;JGDR3GKLKPRMR;;;;
21-04-2025 11:43:26;JGDR3GKLKPRMR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;JGDR3GKLKPRMR;;;;
21-04-2025 11:41:39;WP9KCM6R6JKPB;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Vanilla Regal Diagram;Non Coffee;1;22000;22000;0;49500;0;2475;0;0;0;0;51975;BRI.;0;51975;;;;;;WP9KCM6R6JKPB;;;;
21-04-2025 11:41:39;WP9KCM6R6JKPB;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Apple cinamon French Toast;Light Meal;1;27500;27500;0;;;;;;;;;;;;;;;;;WP9KCM6R6JKPB;;;;
21-04-2025 11:37:54;GD6YSZM7MV78R;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1636;;Lamb Fried Rice - Pedas;Fried Rice & Noodle;1;25000;25000;0;25000;0;1250;0;0;0;0;26250;BRI.;0;26250;;;;;;GD6YSZM7MV78R;;;;
21-04-2025 11:37:06;BMV8HG6K6ZKZQ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1637;;Kampung Fried Rice - Tidak Pedas;Fried Rice & Noodle;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;BMV8HG6K6ZKZQ;;;;
21-04-2025 11:30:04;M8GQHGQYQBJVJ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Strong;Coffee;1;20000;20000;0;30000;0;1500;0;0;0;0;31500;BRI.;0;31500;;;;;;M8GQHGQYQBJVJ;;;;
21-04-2025 11:30:04;M8GQHGQYQBJVJ;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;M8GQHGQYQBJVJ;;;;
21-04-2025 11:21:28;L6K7CLRBR8WK4;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1638;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;L6K7CLRBR8WK4;;;;
21-04-2025 11:05:51;7B4RFJ7K7PBMP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1640;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;7B4RFJ7K7PBMP;;;;
21-04-2025 11:04:54;KLQ6HDB9BZJ88;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Kopi susu diagram - Strong;Coffee;1;20000;20000;0;38000;0;1900;0;0;0;0;39900;Tunai;0;39900;;;;;;KLQ6HDB9BZJ88;;;;
21-04-2025 11:04:54;KLQ6HDB9BZJ88;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Americano;Coffee;1;18000;18000;0;;;;;;;;;;;;;;;;;KLQ6HDB9BZJ88;;;;
21-04-2025 11:03:41;P7WL2P6Q6BWBP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1641;;Kampung Fried Rice - Sedang;Fried Rice & Noodle;1;20000;20000;0;30000;0;1500;0;0;0;0;31500;BRI.;0;31500;;;;;;P7WL2P6Q6BWBP;;;;
21-04-2025 11:03:41;P7WL2P6Q6BWBP;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1642;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;P7WL2P6Q6BWBP;;;;
21-04-2025 11:02:40;P7WL2P6Q6BWNW;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1643;;Choco Hazelnut;Non Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;Tunai;0;21000;;;;;;P7WL2P6Q6BWNW;;;;
21-04-2025 11:02:12;KLQ6HDB9BZJGK;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Lychee Tea;Tea;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;Tunai;0;21000;;;;;;KLQ6HDB9BZJGK;;;;
21-04-2025 10:40:59;KLQ6HDB9BWRY4;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1;C1964;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;KLQ6HDB9BWRY4;;;;
21-04-2025 10:14:20;M8GQHGQYQVDR7;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1644;;Chicken Katsu Curry;Curry;1;35000;35000;0;35000;0;1750;0;0;0;0;36750;ShopeeFood;0;36750;;;;;;M8GQHGQYQVDR7;;;;
21-04-2025 10:00:13;D84KHVJQJND9Z;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Omurice Chicken Curry;KATSU;1;45000;45000;0;130500;0;6525;0;0;0;0;137025;BRI.;0;137025;;;;;;D84KHVJQJND9Z;;;;
21-04-2025 10:00:13;D84KHVJQJND9Z;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Corn Ribs - Salt n pepper;Light Meal;1;18000;18000;0;;;;;;;;;;;;;;;;;D84KHVJQJND9Z;;;;
21-04-2025 10:00:13;D84KHVJQJND9Z;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Apple cinamon French Toast;Light Meal;1;27500;27500;0;;;;;;;;;;;;;;;;;D84KHVJQJND9Z;;;;
21-04-2025 10:00:13;D84KHVJQJND9Z;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Lychee Tea;Tea;2;20000;40000;0;;;;;;;;;;;;;;;;;D84KHVJQJND9Z;;;;
21-04-2025 09:44:14;P7WL2P6Q67N8Y;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Mochachino - Hot;Coffee;1;20000;20000;0;55000;0;2750;0;0;0;0;57750;BRI.;0;57750;;;;;;P7WL2P6Q67N8Y;;;;
21-04-2025 09:44:14;P7WL2P6Q67N8Y;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Beef Black pepper;Teriyaki Rice;1;35000;35000;0;;;;;;;;;;;;;;;;;P7WL2P6Q67N8Y;;;;
21-04-2025 09:41:54;JGDR3GKLKM8LB;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1645;;Lemon Tea;Tea;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;JGDR3GKLKM8LB;;;;
21-04-2025 09:40:42;D84KHVJQJNGMM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Chicken Sambal Dabu;Teriyaki Rice;1;30000;30000;0;60000;0;3000;0;0;0;0;63000;BRI.;0;63000;;;;;;D84KHVJQJNGMM;;;;
21-04-2025 09:40:42;D84KHVJQJNGMM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt2;C1969;;Beef Mercon;;1;30000;30000;0;;;;;;;;;;;;;;;;;D84KHVJQJNGMM;;;;
20-04-2025 22:49:08;RQ7Z27Z9Z9QZY;Success;OT-292798;Diagram cafe;Take Away;Kasir 1;;;C1646;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;40000;0;2000;0;0;0;0;42000;Tunai;0;42000;;;;;;RQ7Z27Z9Z9QZY;;;;
20-04-2025 22:49:08;RQ7Z27Z9Z9QZY;Success;OT-292798;Diagram cafe;Take Away;Kasir 1;;;C1647;;Mango Yuogi;Signature drinks;1;20000;20000;0;;;;;;;;;;;;;;;;;RQ7Z27Z9Z9QZY;;;;
20-04-2025 22:46:24;ZVLYFR8P8P7LG;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1648;;Mango Yuogi;Signature drinks;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;ShopeeFood;0;21000;;;;;;ZVLYFR8P8P7LG;;;;
20-04-2025 22:46:15;KLQ6HDB9B9MPQ;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1649;;Koyak coffee;Coffee;2;18000;36000;0;58000;0;2900;0;0;0;0;60900;ShopeeFood;0;60900;;;;;;KLQ6HDB9B9MPQ;;;;
20-04-2025 22:46:15;KLQ6HDB9B9MPQ;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1651;;Jelly Spanish Latte;Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;KLQ6HDB9B9MPQ;;;;
20-04-2025 22:25:05;NL9GHRLMLM46M;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1652;;Caramel Machiato - Ice;Coffee;1;22000;22000;0;22000;0;1100;0;0;0;0;23100;Tunai;0;23100;;;;;;NL9GHRLMLM46M;;;;
20-04-2025 22:24:39;7B4RFJ7K7KNRQ;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1653;;Kopi susu diagram - Creamy;Coffee;2;20000;40000;0;40000;0;2000;0;0;0;0;42000;GoFood;0;42000;;;;;;7B4RFJ7K7KNRQ;;;;
20-04-2025 21:49:31;JGDR3GKLKLG8P;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1654;;Matcha Espresso;Coffee;2;25000;50000;0;50000;0;2500;0;0;0;0;52500;ShopeeFood;0;52500;;;;;;JGDR3GKLKLG8P;;;;
20-04-2025 21:49:12;4QBY2P4M4MP46;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1655;;Lamb Fried Rice - Pedas;Fried Rice & Noodle;1;25000;25000;0;44000;0;2200;0;0;0;0;46200;ShopeeFood;0;46200;;;;;;4QBY2P4M4MP46;;;;
20-04-2025 21:49:12;4QBY2P4M4MP46;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1656;;Cireng Diagram;Light Meal;1;19000;19000;0;;;;;;;;;;;;;;;;;4QBY2P4M4MP46;;;;
20-04-2025 21:48:59;D84KHVJQJQVY6;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1657;;Sandwich;Light Meal;1;28000;28000;0;48000;0;2400;0;0;0;0;50400;ShopeeFood;0;50400;;;;;;D84KHVJQJQVY6;;;;
20-04-2025 21:48:59;D84KHVJQJQVY6;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1658;;Kopi susu diagram - Creamy;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;D84KHVJQJQVY6;;;;
20-04-2025 21:48:33;BMV8HG6K6KGKW;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;OPIT;C1996;;Lamb Fried Rice - Pedas;Fried Rice & Noodle;1;25000;25000;0;110000;0;5500;0;0;0;0;115500;BRI.;0;115500;;;;;;BMV8HG6K6KGKW;;;;
20-04-2025 21:48:33;BMV8HG6K6KGKW;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;OPIT;C1996;;Lamb Fried Rice - Tidak Pedas;Fried Rice & Noodle;1;25000;25000;0;;;;;;;;;;;;;;;;;BMV8HG6K6KGKW;;;;
20-04-2025 21:48:33;BMV8HG6K6KGKW;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;OPIT;C1996;;Vietnam drip;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;BMV8HG6K6KGKW;;;;
20-04-2025 21:48:33;BMV8HG6K6KGKW;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;OPIT;C1996;;Mochachino - Ice;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;BMV8HG6K6KGKW;;;;
20-04-2025 21:48:33;BMV8HG6K6KGKW;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;OPIT;C1996;;Mineral Water;Non Coffee;2;10000;20000;0;;;;;;;;;;;;;;;;;BMV8HG6K6KGKW;;;;
20-04-2025 21:37:56;9Y47FRW4W8LVJ;Success;OT-292798;Diagram cafe;Take Away;Kasir 1;;;C1659;;Coffee Latte - Ice;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;9Y47FRW4W8LVJ;;;;
20-04-2025 21:29:23;6GBJ3WBKBLRV7;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Red velvet;Non Coffee;1;18000;18000;0;43000;0;2150;0;0;0;0;45150;Tunai;0;45150;;;;;;6GBJ3WBKBLRV7;;;;
20-04-2025 21:29:23;6GBJ3WBKBLRV7;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Banana Cinnamon French Toast;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;6GBJ3WBKBLRV7;;;;
20-04-2025 21:10:49;4QBY2P4M4YG6V;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1;C1964;;Rice Chicken Katsu Mentai;Curry;1;30000;30000;0;77500;0;3875;0;0;0;0;81375;BRI.;0;81375;;;;;;4QBY2P4M4YG6V;;;;
20-04-2025 21:10:49;4QBY2P4M4YG6V;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1;C1964;;Calamari;Light Meal;1;27500;27500;0;;;;;;;;;;;;;;;;;4QBY2P4M4YG6V;;;;
20-04-2025 21:10:49;4QBY2P4M4YG6V;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;lt1;C1964;;Lychee Tea;Tea;1;20000;20000;0;;;;;;;;;;;;;;;;;4QBY2P4M4YG6V;;;;
20-04-2025 20:58:19;P7WL2P6Q6RMY9;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1660;;Mineral Water;Non Coffee;1;10000;10000;0;10000;0;500;0;0;0;0;10500;BRI.;0;10500;;;;;;P7WL2P6Q6RMY9;;;;
20-04-2025 20:57:26;M8GQHGQYQJDLK;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1662;;Chicken Karaage Salad;Salad;1;27000;27000;0;27000;0;1350;0;0;0;0;28350;BRI.;0;28350;;;;;;M8GQHGQYQJDLK;;;;
20-04-2025 20:29:17;WP9KCM6R6PQ6L;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Urban Coffee Herbs;Coffee;1;22000;22000;0;22000;0;1100;0;0;0;0;23100;BRI.;0;23100;;;;;;WP9KCM6R6PQ6L;;;;
20-04-2025 20:27:37;L6K7CLRBRKV7Y;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Kopi susu diagram - Strong;Coffee;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;Tunai;0;21000;;;;;;L6K7CLRBRKV7Y;;;;
20-04-2025 20:26:32;KLQ6HDB9BNV4K;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Sausage French Fries;Light Meal;1;27500;27500;0;49500;0;2475;0;0;0;0;51975;BRI.;0;51975;;;;;;KLQ6HDB9BNV4K;;;;
20-04-2025 20:26:32;KLQ6HDB9BNV4K;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Vanilla Regal Diagram;Non Coffee;1;22000;22000;0;;;;;;;;;;;;;;;;;KLQ6HDB9BNV4K;;;;
20-04-2025 20:25:19;P7WL2P6Q6RND9;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Sweet Toast Bomb Coklat;Dessert;1;17000;17000;0;54000;0;2700;0;0;0;0;56700;BRI.;0;56700;;;;;;P7WL2P6Q6RND9;;;;
20-04-2025 20:25:19;P7WL2P6Q6RND9;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Chicken Karaage Salad;Salad;1;27000;27000;0;;;;;;;;;;;;;;;;;P7WL2P6Q6RND9;;;;
20-04-2025 20:25:19;P7WL2P6Q6RND9;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Tea - Ice;Tea;1;10000;10000;0;;;;;;;;;;;;;;;;;P7WL2P6Q6RND9;;;;
20-04-2025 20:03:27;ZVLYFR8P8GPD8;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1663;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;38000;0;1900;0;0;0;0;39900;ShopeeFood;0;39900;;;;;;ZVLYFR8P8GPD8;;;;
20-04-2025 20:03:27;ZVLYFR8P8GPD8;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1664;;Tofu Salt n Pepper Sharing;Light Meal;1;20000;20000;0;;;;;;;;;;;;;;;;;ZVLYFR8P8GPD8;;;;
20-04-2025 20:03:14;M8GQHGQYQJYP9;Success;OT-292798;Diagram cafe;Grab Food;Kasir 1;;;C1665;;Lamb Fried Rice - Sedang;Fried Rice & Noodle;1;25000;25000;0;50000;0;2500;0;0;0;0;52500;GrabFood;0;52500;;;;;;M8GQHGQYQJYP9;;;;
20-04-2025 20:03:14;M8GQHGQYQJYP9;Success;OT-292798;Diagram cafe;Grab Food;Kasir 1;;;C1666;;Mushroom Salt and Pepper Sharing;Light Meal;1;25000;25000;0;;;;;;;;;;;;;;;;;M8GQHGQYQJYP9;;;;
20-04-2025 20:02:48;JGDR3GKLKYL88;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1667;;Gelato 1 scoop - Mascarpone Pistacheese;GELATO;1;20000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;JGDR3GKLKYL88;;;;
20-04-2025 20:02:02;L6K7CLRBRKBZ7;Success;OT-292798;Diagram cafe;Go Food;Kasir 1;;;C1668;;Mie Tek-Tek - Rebus;Fried Rice & Noodle;1;22000;22000;0;22000;0;1100;0;0;0;0;23100;GoFood;0;23100;;;;;;L6K7CLRBRKBZ7;;;;
20-04-2025 19:54:21;P7WL2P6Q6RRVP;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1669;;Lamb Fried Rice - Pedas;Fried Rice & Noodle;1;25000;25000;0;25000;0;1250;0;0;0;0;26250;ShopeeFood;0;26250;;;;;;P7WL2P6Q6RRVP;;;;
20-04-2025 19:53:38;YBMWF8QKQBB9V;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1670;;Fish n chips;Light Meal;1;30000;30000;0;60000;0;3000;0;0;0;0;63000;ShopeeFood;0;63000;;;;;;YBMWF8QKQBB9V;;;;
20-04-2025 19:53:38;YBMWF8QKQBB9V;Success;OT-292798;Diagram cafe;Shopee Food;Kasir 1;;;C1671;;Dory Sambal Dabu;Teriyaki Rice;1;30000;30000;0;;;;;;;;;;;;;;;;;YBMWF8QKQBB9V;;;;
20-04-2025 19:53:01;ZVLYFR8P8G4LR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Matcha Latte - Ice;Non Coffee;1;18000;18000;0;18000;0;900;0;0;0;0;18900;BRI.;0;18900;;;;;;ZVLYFR8P8G4LR;;;;
20-04-2025 19:32:10;4QBY2P4M4Y7WR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;;C1673;;Mineral Water;Non Coffee;2;10000;20000;0;20000;0;1000;0;0;0;0;21000;BRI.;0;21000;;;;;;4QBY2P4M4Y7WR;;;;
20-04-2025 19:27:06;JGDR3GKLKYZGR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Vanilla Regal Diagram;Non Coffee;1;22000;22000;0;42000;0;2100;0;0;0;0;44100;Tunai;0;44100;;;;;;JGDR3GKLKYZGR;;;;
20-04-2025 19:27:06;JGDR3GKLKYZGR;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Mochachino - Hot;Coffee;1;20000;20000;0;;;;;;;;;;;;;;;;;JGDR3GKLKYZGR;;;;
20-04-2025 19:25:42;YBMWF8QKQ4DLM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Beef Black pepper;Teriyaki Rice;1;35000;35000;0;45000;0;2250;0;0;0;0;47250;BRI.;0;47250;;;;;;YBMWF8QKQ4DLM;;;;
20-04-2025 19:25:42;YBMWF8QKQ4DLM;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 2;C1969;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;YBMWF8QKQ4DLM;;;;
20-04-2025 19:24:30;8846HKJYJBZ8G;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Cireng Diagram;Light Meal;1;19000;19000;0;29000;0;1450;0;0;0;0;30450;Tunai;0;30450;;;;;;8846HKJYJBZ8G;;;;
20-04-2025 19:24:30;8846HKJYJBZ8G;Success;OT-292798;Diagram cafe;Dine in;Kasir 1;;LT 1;C1964;;Mineral Water;Non Coffee;1;10000;10000;0;;;;;;;;;;;;;;;;;8846HKJYJBZ8G;;;;
